1,5,10.8
2,5.7,11.3
3,4.5,11.7
4,3,11.7
5,1.5,11.7
6,1.5,6.3
7,2.2,8.5
8,1,9.7
9,0.8,8.5
10,0.8,7
11,2.8,6.3
12,5.7,6.75
13,4.8,7.2
14,3.7,7.2
15,8.7,9
16,7.3,11
17,8.7,8
18,2.2,5
19,0.8,4.5
20,0.8,2.5
21,1.5,1.8
22,3,1.8
23,5,1.8
24,3.5,2.2
